3 ,12D 13D 2D ,0 1 0 
3 ,14C 13C 11C ,1 0 0 
3 ,14D 11D 1D ,1 0 0 
1 ,1C 2C 3C ,1 0 0 
0 ,13S 11S 12S ,0 1 0 
0 ,12H 3H 13H ,0 1 0 
1 ,14H 2H 4H ,0 0 1 
2 ,6C 4C 8C ,0 0 1 
2 ,6D 4D 3D ,1 0 0 
2 ,8D 5D 7D ,1 0 0 
1 ,10D 8A 9D ,1 0 0 
1 ,7C 5C 0A ,0 0 1 
2 ,9C 10C 15A ,0 0 1 
2 ,5S 3S 2S ,1 0 0 
2 ,9S 6S 4S ,1 0 0 
1 ,10S 7S 16A ,1 0 0 
1 ,8H 5H 1H ,0 1 0 
3 ,20A 21A 2A ,0 1 0 
1 ,6H 10H 11H ,1 0 0 
1 ,10A 14A 18A ,0 1 0 
2 ,8S 7A 9A ,0 0 1 
1 ,7H 11A 12A ,1 0 0 
1 ,5A 1A 13A ,0 1 0 
1 ,4A 6A 9H ,0 0 1 
3 ,12C 1C 13C ,0 0 1 
3 ,13D 12D 4D ,1 0 0 
0 ,13H 14H 12H ,1 0 0 
1 ,14D 13A 1D ,0 0 1 
0 ,12S 11S 13S ,0 1 0 
2 ,6C 2C 7C ,0 0 1 
1 ,10C 14A 4C ,1 0 0 
1 ,3D 5A 2D ,0 0 1 
1 ,14S 5S 2S ,0 1 0 
1 ,9C 0A 20A ,0 1 0 
1 ,6D 12A 5D ,0 0 1 
1 ,9S 6S 3S ,0 1 0 
1 ,3H 1H 5H ,0 1 0 
1 ,7D 2A 10D ,0 0 1 
1 ,4H 2H 6H ,0 1 0 
1 ,8D 11A 11D ,0 0 1 
1 ,8H 7H 11H ,0 1 0 
2 ,9D 9A 15A ,0 0 1 
1 ,8S 4S 10A ,1 0 0 
1 ,9H 16A 18A ,0 1 0 
1 ,7S 21A 10S ,0 0 1 
1 ,10H 7A 8A ,0 1 0 
1 ,3A 6A 1A ,0 0 1 
1 ,17A 11C 4A ,0 1 0 
0 ,13C 12C 11C ,0 1 1 
1 ,14C 1C 2C ,0 1 1 
1 ,12D 11D 2D ,0 1 1 
1 ,13D 1D 5D ,0 1 1 
1 ,14D 4D 8D ,0 1 1 
1 ,5C 3C 4C ,0 1 1 
1 ,10C 6C 9C ,0 1 1 
3 ,3D 6D 21A ,0 1 1 
3 ,12S 2S 13S ,1 0 1 
3 ,12H 14H 6H ,1 1 0 
3 ,14S 6S 4S ,1 0 1 
3 ,5S 0A 8S ,1 0 1 
1 ,7C 18A 19A ,1 1 0 
2 ,7D 9D 16A ,0 1 1 
1 ,7S 13A 9S ,1 0 1 
1 ,10H 1H 2H ,0 1 1 
1 ,17A 14A 9A ,0 1 1 
1 ,20A 3A 11A ,0 1 1 
1 ,10A 5A 10S ,0 1 1 
1 ,12A 8A 3H ,0 1 1 
1 ,15A 1A 4H ,0 1 1 
1 ,4A 8C 5H ,0 1 1 
1 ,6A 10D 8H ,0 1 1 
1 ,7A 11H 9H ,0 1 1 
0 ,13C 12C 14C ,1 1 0 
3 ,12D 13D 10D ,0 1 1 
0 ,12H 2H 13H ,1 1 0 
3 ,12S 10S 14S ,0 1 1 
2 ,4C 2C 1C ,1 0 1 
2 ,7C 6C 5C ,1 0 1 
1 ,8C 10C 9C ,1 0 1 
2 ,13S 7A 2S ,0 1 1 
2 ,1D 11D 2D ,1 1 0 
2 ,3S 1S 14A ,1 0 1 
1 ,4D 16A 19A ,1 1 0 
0 ,14H 1H 11H ,0 1 1 
2 ,4S 2A 5S ,0 1 1 
1 ,6D 10A 12A ,1 1 0 
2 ,7S 18A 6S ,0 1 1 
1 ,7D 9A 13A ,1 1 0 
1 ,10H 3H 6H ,0 1 1 
1 ,21A 3A 11A ,0 1 1 
2 ,15A 17A 20A ,0 1 1 
1 ,8S 11S 8D ,1 0 1 
2 ,4A 9D 5A ,0 1 1 
1 ,9S 1A 4H ,1 0 1 
1 ,6A 5H 9H ,0 1 1 
1 ,8A 8H 11C ,0 1 1 
3 ,13C 12C 14C ,0 0 1 
0 ,12D 2D 14D ,1 0 0 
0 ,13S 12S 14S ,0 1 0 
0 ,13H 14H 12H ,0 0 1 
1 ,1C 4C 6C ,0 1 0 
2 ,8C 3C 9C ,0 0 1 
1 ,3D 4D 1D ,1 0 0 
1 ,9D 5D 7D ,0 0 1 
1 ,1S 7S 2S ,0 0 1 
1 ,5C 0A 12A ,0 1 0 
1 ,4S 9A 3S ,0 0 1 
1 ,7C 11C 19A ,0 1 0 
2 ,5S 6A 7A ,0 0 1 
1 ,10D 3A 6D ,1 0 0 
2 ,6S 2A 5A ,0 0 1 
1 ,1H 5H 2H ,1 0 0 
1 ,8S 20A 14A ,0 0 1 
1 ,10C 8A 11A ,0 1 0 
2 ,9S 4A 15A ,0 0 1 
2 ,9H 6H 3H ,1 0 0 
2 ,10H 7H 4H ,1 0 0 
1 ,18A 21A 17A ,1 0 0 
1 ,16A 8D 1A ,0 0 1 
1 ,11S 8H 11D ,0 0 1 
0 ,13C 14C 12C ,1 0 1 
0 ,14D 12D 13D ,0 1 1 
0 ,13S 12S 4S ,0 1 1 
0 ,14S 11S 7S ,0 1 1 
0 ,14H 12H 2H ,0 1 1 
2 ,4C 1C 6C ,0 1 1 
1 ,7C 10C 2C ,1 0 1 
2 ,2D 1D 6D ,0 1 1 
2 ,8S 2S 1S ,1 0 1 
1 ,3H 4H 1H ,1 0 1 
2 ,4D 3D 4A ,0 1 1 
2 ,8H 5H 6H ,1 0 1 
2 ,9H 7H 13H ,1 0 1 
2 ,3C 14A 11C ,1 1 0 
3 ,10H 0A 8A ,1 0 1 
1 ,8C 19A 21A ,1 1 0 
2 ,8D 5D 12A ,0 1 1 
2 ,16A 5A 20A ,1 0 1 
2 ,9C 13A 6A ,1 1 0 
2 ,17A 7A 7D ,1 0 1 
2 ,18A 11D 10D ,1 0 1 
2 ,9A 9D 6S ,1 0 1 
2 ,15A 3S 9S ,1 0 1 
2 ,3A 11H 10S ,1 0 1 
0 ,12C 1C 14C ,1 1 0 
0 ,13D 2D 12D ,0 1 1 
3 ,12S 1S 13S ,0 1 1 
3 ,14S 7S 3S ,1 0 1 
1 ,2C 6C 3C ,1 0 1 
3 ,12H 13H 3H ,0 1 1 
2 ,13C 7C 9C ,1 1 0 
1 ,4C 8C 9A ,1 1 0 
1 ,14H 1H 5H ,0 1 1 
1 ,6D 4D 1D ,0 1 1 
1 ,9D 5D 7D ,0 1 1 
2 ,4H 9H 6H ,0 1 1 
1 ,5C 10C 6A ,1 1 0 
2 ,7H 16A 8H ,0 1 1 
3 ,4S 2S 0A ,1 1 0 
1 ,6S 5S 4A ,1 1 0 
2 ,18A 12A 19A ,0 1 1 
1 ,9S 15A 8S ,1 0 1 
2 ,10A 14A 20A ,0 1 1 
2 ,10H 11H 17A ,1 0 1 
1 ,10S 5A 8A ,1 1 0 
3 ,11A 13A 21A ,0 1 1 
2 ,11C 2A 7A ,1 0 1 
0 ,1A 11D 3A ,1 1 0 
3 ,13S 14S 10S ,0 1 1 
0 ,12H 6H 13H ,1 1 0 
2 ,12S 7S 10A ,0 1 1 
0 ,13D 14D 12D ,1 0 1 
0 ,14C 13C 11C ,0 1 1 
2 ,1S 8S 6A ,0 1 1 
2 ,9H 3H 10H ,1 0 1 
2 ,12C 3C 8C ,1 1 0 
3 ,14H 4H 7H ,1 1 0 
2 ,9C 6C 4C ,1 1 0 
2 ,7C 2C 5C ,1 1 0 
1 ,1C 2A 4A ,1 1 0 
2 ,3S 9S 5A ,0 1 1 
2 ,8H 2H 11H ,1 0 1 
1 ,2D 3D 13A ,1 1 0 
2 ,2S 7A 18A ,0 1 1 
3 ,8D 0A 1D ,1 0 1 
1 ,7D 11A 4D ,1 0 1 
2 ,4S 17A 20A ,0 1 1 
2 ,5D 5H 6D ,1 0 1 
2 ,19A 14A 11S ,1 1 0 
2 ,12A 3A 1H ,1 1 0 
2 ,15A 9D 5S ,1 1 0 
2 ,8A 11D 6S ,1 1 0 
0 ,13S 7S 12S ,0 1 1 
0 ,13D 11D 12D ,0 1 1 
0 ,13C 12C 4C ,0 1 1 
1 ,14C 10C 6C ,0 1 1 
1 ,10D 1D 5D ,0 1 1 
1 ,9S 2S 8S ,0 1 1 
2 ,3S 6S 1S ,0 1 1 
1 ,8D 3D 9D ,1 1 0 
1 ,10H 7H 4H ,0 1 1 
2 ,3H 2H 6H ,0 1 1 
3 ,14H 11H 8H ,1 0 1 
2 ,13H 9H 5H ,1 0 1 
2 ,12H 7A 8A ,1 0 1 
2 ,8C 19A 5C ,1 1 0 
1 ,4S 5S 0A ,1 0 1 
2 ,2C 3C 11A ,0 1 1 
2 ,10S 12A 15A ,1 0 1 
1 ,6D 2D 21A ,1 1 0 
2 ,7C 1C 6A ,0 1 1 
1 ,4D 18A 4A ,1 0 1 
2 ,16A 10A 20A ,0 1 1 
2 ,17A 9A 13A ,1 0 1 
2 ,14A 3A 2A ,1 0 1 
3 ,11S 11C 1A ,1 0 1 
3 ,14D 12D 8D ,1 1 0 
0 ,12S 13S 14S ,1 1 0 
3 ,13H 6H 14H ,0 1 1 
0 ,13D 1A 0A ,1 0 1 
3 ,12C 14C 1C ,0 1 1 
1 ,7D 9D 19A ,1 1 0 
1 ,13C 11C 7C ,0 1 1 
2 ,9C 8C 6A ,0 1 1 
2 ,3H 1H 2H ,1 0 1 
2 ,8H 9H 11A ,1 0 1 
2 ,3C 7A 5C ,1 1 0 
1 ,6S 10S 1S ,1 0 1 
2 ,6C 2C 20A ,0 1 1 
1 ,3S 15A 7S ,1 0 1 
2 ,10C 2A 8A ,0 1 1 
1 ,8S 17A 5S ,1 0 1 
3 ,4H 21A 11H ,0 1 1 
1 ,5D 2D 9A ,1 1 0 
2 ,7H 14A 18A ,0 1 1 
1 ,2S 13A 4S ,1 0 1 
2 ,10H 3A 4A ,0 1 1 
1 ,9S 16A 1D ,1 0 1 
1 ,12A 10D 6D ,0 1 1 
1 ,5A 11S 11D ,0 1 1 
3 ,12H 14H 13H ,0 1 1 
3 ,12D 13D 5D ,1 1 0 
3 ,14C 13C 3C ,1 0 1 
2 ,12C 11C 2C ,1 0 1 
2 ,8C 4C 6C ,1 0 1 
2 ,9C 5C 1C ,1 0 1 
2 ,10C 7A 16A ,1 0 1 
1 ,14D 9D 4A ,1 1 0 
0 ,14S 13S 11S ,0 1 1 
2 ,5H 6H 9H ,0 1 1 
1 ,7D 21A 3D ,1 0 1 
3 ,1H 0A 6A ,0 1 1 
2 ,5S 1S 6S ,1 0 1 
2 ,12S 8S 10S ,1 1 0 
1 ,4D 10D 13A ,1 1 0 
2 ,3H 15A 17A ,0 1 1 
2 ,18A 10A 20A ,1 0 1 
1 ,8D 11D 3A ,1 1 0 
3 ,7H 1A 11A ,0 1 1 
2 ,19A 11H 7S ,1 0 1 
2 ,9A 10H 3S ,1 0 1 
2 ,12A 4H 1D ,1 0 1 
2 ,8A 4S 9S ,1 0 1 
2 ,2A 2S 6D ,1 0 1 
